iter	Logloss
205	0.2245904411
206	0.2235729404
207	0.2225506015
208	0.2215676889
209	0.2204671488
210	0.219504147
211	0.2186231148
212	0.2173821752
213	0.2166576851
214	0.2158997699
215	0.2148615674
216	0.2141377286
217	0.2133885128
218	0.2121301511
219	0.2108189653
220	0.2096922339
221	0.2088921245
222	0.2077887465
223	0.2070567433
224	0.2058469726
225	0.2047197761
226	0.2038362782
227	0.2032731684
228	0.2024490543
229	0.2015712785
230	0.2008416478
231	0.2001107146
232	0.1992154936
233	0.1984593694
234	0.1976523981
235	0.1969028101
236	0.1963552615
237	0.1956918065
238	0.1947402024
239	0.1941282342
240	0.1931360059
241	0.1924253673
242	0.1917952677
243	0.1911303125
244	0.1900349594
245	0.1892967573
246	0.1887227151
247	0.187858
248	0.1871016898
249	0.1863228635
250	0.1856999746
251	0.1850596521
252	0.1846629352
253	0.1836971423
254	0.1832504156
255	0.1827046929
256	0.1821179506
257	0.1814322588
258	0.1809780888
259	0.1801116292
260	0.1793488758
261	0.1784689136
262	0.1773806549
263	0.1769130288
264	0.1763051196
265	0.1756267897
266	0.1748413458
267	0.1740243958
268	0.1735187275
269	0.1728865926
270	0.1722760782
271	0.171722447
272	0.1711054779
273	0.1706068458
274	0.1699533928
275	0.1690220833
276	0.168204075
277	0.1674505094
278	0.1667535131
279	0.1661368579
280	0.1658029091
281	0.1652418695
282	0.1646679785
283	0.1641327463
284	0.163502321
285	0.1630247163
286	0.1623293016
287	0.1618013615
288	0.1611588874
289	0.1605223912
290	0.1598350246
291	0.1592635294
292	0.1588182449
293	0.1584212373
294	0.1577762511
295	0.1571612591
296	0.1565952068
297	0.1560216183
298	0.1555346163
299	0.154923567
300	0.1542688928
301	0.1537376264
302	0.1531852629
303	0.152689864
304	0.1522711777
305	0.1516863544
306	0.1511611822
307	0.1505444224
308	0.1500168312
309	0.1493489219
310	0.1488984038
311	0.1483995391
312	0.1479443341
313	0.1471242439
314	0.1468351294
315	0.1460669099
316	0.1457836454
317	0.1451585002
318	0.1446782089
319	0.1440798015
320	0.1435569205
321	0.1430729191
322	0.1426673517
323	0.1423023387
324	0.1419609465
325	0.1415125219
326	0.1410062371
327	0.1405170022
328	0.1398822389
329	0.1394357681
330	0.139111042
331	0.1384625319
332	0.1379039695
333	0.1375134864
334	0.1372115089
335	0.1368163969
336	0.1364950087
337	0.1360195439
338	0.1353746972
339	0.1349917156
340	0.134513948
341	0.1339943351
342	0.1336537338
343	0.1332085307
344	0.1326857427
345	0.1322184423
346	0.1319179535
347	0.131574433
348	0.1310735098
349	0.1306308072
350	0.1302922412
351	0.1300089999
352	0.1296052351
353	0.1291881073
354	0.1286989189
355	0.1281468461
356	0.127637491
357	0.1269550323
358	0.1264497943
359	0.1261496428
360	0.1256734336
361	0.1253204811
362	0.1249528513
363	0.1246637833
364	0.1243024803
365	0.1240063644
366	0.1235207581
367	0.1233352103
368	0.1230139616
369	0.1227732403
370	0.1223832805
371	0.1219593723
372	0.1215211589
373	0.1210618368
374	0.1207501714
375	0.1202728923
376	0.1198365049
377	0.1195115927
378	0.1189880371
379	0.1187156119
380	0.1183730567
381	0.1180201507
382	0.1175836703
383	0.1173454145
384	0.1170734545
385	0.1167870266
386	0.1164972957
387	0.1159893827
388	0.1156184964
389	0.1153576549
390	0.1148782707
391	0.1146177664
392	0.1142224335
393	0.113820611
394	0.1134138689
395	0.113078664
396	0.1127483321
397	0.1123486263
398	0.112062617
399	0.1117221088
400	0.1113534788
401	0.1111375181
402	0.1106219175
403	0.1103635881
404	0.1100300812
405	0.1098053397
406	0.1094336393
407	0.1090187678
408	0.1087320491
409	0.1083512655
410	0.1081401778
411	0.1078982586
412	0.1073700858
413	0.1069389669
414	0.1066199279
415	0.1063205672
416	0.1060746356
417	0.1057932551
418	0.1054842647
419	0.1050963402
420	0.1048339867
421	0.1045402434
422	0.1041052981
423	0.1036765982
424	0.1032904881
425	0.1029430482
426	0.1026002605
427	0.1024311694
428	0.1022080212
429	0.1019654855
430	0.1015812246
431	0.1013303617
432	0.1010040539
433	0.1007592271
434	0.1005075501
435	0.1001050414
436	0.09977784971
437	0.0994547402
438	0.09909192527
439	0.09894917651
440	0.09870515219
441	0.09841718906
442	0.09811028039
443	0.09790553116
444	0.09762617437
445	0.09717058554
446	0.09701169409
447	0.09663859228
448	0.09621869645
449	0.09591887055
450	0.09565003907
451	0.09540310139
452	0.09529255658
453	0.09504522347
454	0.09475890602
455	0.0945983689
456	0.0944569925
457	0.09420113447
458	0.09403586969
459	0.09378325648
460	0.09349791597
461	0.09332899349
462	0.09300542459
463	0.09273216201
464	0.09252017882
465	0.09238024456
466	0.09218386324
467	0.09195934272
468	0.09176966039
469	0.09139860549
470	0.09119461804
471	0.09104485628
472	0.09083011092
473	0.09050162246
474	0.09030095542
475	0.09002732068
476	0.08979785152
477	0.08955587992
478	0.08932341599
479	0.08895881583
480	0.08867428942
481	0.08847506453
482	0.08814103429
483	0.08791407725
484	0.08761150081
485	0.08743892065
486	0.08714874198
487	0.08696371753
488	0.08662276152
489	0.08642568821
490	0.08624320495
491	0.08598759116
492	0.08588868816
493	0.0856908647
494	0.08551955805
495	0.0854124674
496	0.0852091138
497	0.08494766166
498	0.0846659672
499	0.08444762811
500	0.08424518748
501	0.08398403772
502	0.08379994369
503	0.08361750114
504	0.0834396874
505	0.08330634745
506	0.08321917929
507	0.08307673291
508	0.08287677532
509	0.08255229345
510	0.08228024041
511	0.08202098056
512	0.08181881323
513	0.0815632634
514	0.08146023169
515	0.08122430778
516	0.08107048128
517	0.08090415815
518	0.08074699379
519	0.08055110094
520	0.08039907711
521	0.08026916225
522	0.08012086589
523	0.07985590144
524	0.07970324958
525	0.07946127217
526	0.07928550534
527	0.07914355906
528	0.07897423535
529	0.07880795293
530	0.07863633226
531	0.07840841572
532	0.07821551183
533	0.07809623276
534	0.07793432329
535	0.07773407494
536	0.07753161686
537	0.07740590049
538	0.0772316921
539	0.07706663667
540	0.07680127679
541	0.07660280786
542	0.07632285793
543	0.07614991142
544	0.07593313659
545	0.07576984894
546	0.07560632287
547	0.07540748178
548	0.07516464373
549	0.07499771002
550	0.07483309071
551	0.07462699239
552	0.07443048896
553	0.07425885084
554	0.07407425671
555	0.0738971873
556	0.07371363407
557	0.0736076134
558	0.07341657034
559	0.0732253819
560	0.07304423611
561	0.07285882787
562	0.07263164985
563	0.07240858311
564	0.07219315157
565	0.07200907498
566	0.07191651042
567	0.0716953045
568	0.07154798508
569	0.07141636058
570	0.07137383484
571	0.0712281262
572	0.07110495684
573	0.07088056425
574	0.07068920135
575	0.07054267279
576	0.0703819147
577	0.07023586296
578	0.070001922
579	0.0698475547
580	0.069718861
581	0.06950645912
582	0.06931871903
583	0.06914010281
584	0.06896983705
585	0.06877687501
586	0.06867578553
587	0.06849923366
588	0.06836572508
589	0.06814826989
590	0.06794186336
591	0.06777941308
592	0.06761920743
593	0.06743661369
594	0.06722602612
595	0.06706939092
596	0.06687865606
597	0.06671950294
598	0.06651717279
599	0.06637848877
600	0.06623213466
601	0.06604131838
602	0.06589105071
603	0.06578210505
604	0.06567004832
605	0.06551611133
606	0.06538205612
607	0.06528119343
608	0.06510635702
609	0.06492401914
610	0.06482577905
611	0.06463983582
612	0.0645210743
613	0.06440848839
614	0.06430753266
615	0.06413254505
616	0.0640334327
617	0.06386706887
618	0.06380599883
619	0.0636862371
620	0.06356626022
621	0.0634020596
622	0.06330569779
623	0.06316087886
624	0.06304574594
625	0.06286148909
626	0.0627006554
627	0.06248552625
628	0.06235326209
629	0.06228242269
630	0.06221447921
631	0.0621043182
632	0.06204103842
633	0.06192557405
634	0.06180648687
635	0.06169950671
636	0.06158713015
637	0.06149241982
638	0.06143033795
639	0.06123899832
640	0.06107836816
641	0.0609760517
642	0.06090704988
643	0.06079094584
644	0.06069963153
645	0.06057713671
646	0.06039127489
647	0.06022133478
648	0.06007172422
649	0.05992325922
650	0.05982112885
651	0.05966463903
652	0.05957271995
653	0.05943715863
654	0.05930493518
655	0.05920223492
656	0.05904153498
657	0.0589610658
658	0.05878810185
659	0.05861453312
660	0.05842708378
661	0.05824301882
662	0.05806864762
663	0.05790805817
664	0.05778908148
665	0.05769871502
666	0.05756602055
667	0.05744643328
668	0.0572980148
669	0.05713873956
670	0.05701650061
671	0.05685400963
672	0.05679032861
673	0.05671152836
674	0.05661958601
675	0.05645865929
676	0.05633911272
677	0.05623745337
678	0.05607377029
679	0.05595101961
680	0.05587503968
681	0.0557478172
682	0.05561853037
683	0.05545316673
684	0.05537257543
685	0.05522747156
686	0.05511350167
687	0.055014808
688	0.054958611
689	0.05479624795
690	0.05470473592
691	0.05456640662
692	0.05445340203
693	0.05429735416
694	0.05417531874
695	0.0540916629
696	0.05399335303
697	0.05394409343
698	0.05384939473
699	0.05376919304
700	0.05369553915
701	0.05360626593
702	0.05347807814
703	0.05343936129
704	0.05331771548
705	0.0531792001
706	0.05312166563
707	0.0530530883
708	0.05292968052
709	0.05280918028
710	0.05261151384
711	0.05251416927
712	0.05244031185
713	0.05231574105
714	0.05219353699
715	0.05206524454
716	0.05197939059
717	0.05185576183
718	0.05173812261
719	0.0516366726
720	0.05154279383
721	0.05138204156
722	0.05127688152
723	0.05115048478
724	0.05106769539
725	0.05099915295
726	0.0509212773
727	0.05085996884
728	0.05074010244
729	0.05065813879
730	0.05056605688
731	0.05045374428
732	0.05037646177
733	0.05019867129
734	0.05016210021
735	0.05009819822
736	0.05001005312
737	0.04996008989
738	0.04988269108
739	0.04979353416
740	0.04972127589
741	0.04965658886
742	0.04955956994
743	0.04946574932
744	0.04931787165
745	0.04920259336
746	0.04912005401
747	0.04898287029
748	0.04887746602
749	0.04877065449
750	0.04866611667
751	0.04857301712
752	0.04849238221
753	0.0483975614
754	0.04827895106
755	0.04817840239
756	0.04810250096
757	0.04802316573
758	0.04797920948
759	0.04789629506
760	0.04775846877
761	0.04762353548
762	0.04753496589
763	0.04742142922
764	0.04730907882
765	0.04723980369
766	0.04715123991
767	0.04701340489
768	0.0469248731
769	0.04683863244
770	0.04678789581
771	0.04671173561
772	0.04661345773
773	0.04650548609
774	0.04637548109
775	0.046309538
776	0.04623070868
777	0.04609876144
778	0.04598957736
779	0.04589641676
780	0.04581131586
781	0.04571260766
782	0.04566175472
783	0.04556932973
784	0.04544110414
785	0.04534193074
786	0.04526388354
787	0.04514483998
788	0.04506491452
789	0.04494002098
790	0.04488682456
791	0.04485339072
792	0.04471236903
793	0.04461095391
794	0.04454077162
795	0.04448391461
796	0.04434603017
797	0.04425382323
798	0.04420320581
799	0.04412350422
800	0.04405561598
801	0.04399985802
802	0.04395621579
803	0.04389529693
804	0.0438243267
805	0.04376324212
806	0.04370823139
807	0.04363030341
808	0.04357574044
809	0.04351863047
810	0.04345478953
811	0.04337862061
812	0.04331456743
813	0.04324073908
814	0.04318267543
815	0.04307936168
816	0.04302356883
817	0.04296097232
818	0.0428806427
819	0.04281245208
820	0.04273153224
821	0.04266515592
822	0.04257443765
823	0.04247415938
824	0.04238467391
825	0.04230177984
826	0.04224293988
827	0.04216363372
828	0.04210148207
829	0.04201726797
830	0.0419635133
831	0.04189312458
832	0.04179567244
833	0.04171565102
834	0.04160900523
835	0.04150121386
836	0.04144971254
837	0.04136772854
838	0.04129164975
839	0.04118417821
840	0.04111497577
841	0.04104186267
842	0.04098108629
843	0.04088800128
844	0.04081437355
845	0.04072220151
846	0.04065735166
847	0.0405830174
848	0.0404980328
849	0.04042985381
850	0.04035921795
851	0.04028712831
852	0.04023296659
853	0.04016114444
854	0.04011382126
855	0.04003051723
856	0.03996394029
857	0.03990408269
858	0.03987282369
859	0.03976861733
860	0.0397178458
861	0.03963893216
862	0.03961233686
863	0.03955062715
864	0.03949176393
865	0.03941166692
866	0.03933108725
867	0.03928210096
868	0.03923457134
869	0.0391707304
870	0.03909789062
871	0.03903177308
872	0.03895868325
873	0.03888642497
874	0.03882657028
875	0.03877232133
876	0.03869030243
877	0.03862483908
878	0.03855911115
879	0.03851080232
880	0.03845356732
881	0.03839205533
882	0.03832301279
883	0.03826474853
884	0.0381928188
885	0.03813768305
886	0.03812722753
887	0.03806309584
888	0.03798527252
889	0.03790433232
890	0.0378362551
891	0.03780039055
892	0.03771735982
893	0.03764941053
894	0.03757550658
895	0.0375073683
896	0.03744047153
897	0.03738806597
898	0.03734418822
899	0.03727705013
900	0.03720902815
901	0.03711210809
902	0.03706612238
903	0.03700787847
904	0.03693243352
905	0.03685944836
906	0.03677279484
907	0.03671244877
908	0.0366441244
909	0.03658852345
910	0.03652429581
911	0.03647425117
912	0.03638593162
913	0.03630829439
914	0.03623075602
915	0.03615728239
916	0.03610453955
917	0.03601512676
918	0.03594890455
919	0.03591020224
920	0.03583334423
921	0.03578569831
922	0.03573592116
923	0.03567499649
924	0.03556808611
925	0.03546071053
926	0.03541813246
927	0.03536909964
928	0.0352973938
929	0.0352298283
930	0.03516112886
931	0.03509401112
932	0.03498287317
933	0.03491676435
934	0.03484656171
935	0.03480610033
936	0.03474602467
937	0.03467387397
938	0.03458521715
939	0.03452334753
940	0.03447077042
941	0.03443320205
942	0.03438729193
943	0.03432433198
944	0.03428290239
945	0.03422454799
946	0.03417762896
947	0.03410450424
948	0.03405782653
949	0.03400726435
950	0.0339482383
951	0.03389889438
952	0.03385566502
953	0.03378446509
954	0.03375758776
955	0.03370917134
956	0.03361158545
957	0.03357131307
958	0.03352134984
959	0.03348795379
960	0.03344446857
961	0.0333820814
962	0.03332481733
963	0.03326920765
964	0.03321677301
965	0.03313619335
966	0.0330706922
967	0.03304323045
968	0.03299861419
969	0.03294435362
970	0.03289704497
971	0.03283332615
972	0.0327711338
973	0.03272073443
974	0.03267014899
975	0.032633921
976	0.03258797599
977	0.03253184877
978	0.03249175665
979	0.0324360045
980	0.0323949558
981	0.03235130775
982	0.03228759766
983	0.03223205776
984	0.0321499778
985	0.03210401535
986	0.03204916163
987	0.03201621916
988	0.03196138289
989	0.03188945607
990	0.03182127418
991	0.03174893158
992	0.03169684875
993	0.03162237784
994	0.03154811627
995	0.03151419686
996	0.03145061179
997	0.03141989941
998	0.0313421575
999	0.03128200043
